Company,Rating,Good Review,Bad Review,Industry,HQ,Total locations
Lot Mobiles,3.5,Not Available,Not Available,Retail,Hyderabad,24
Beroe Inc,4.1,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development",Management Consulting,Chennai,8
GE Capital,4.4,Not Available,Not Available,Financial Services,Gurugram,11
INFOCRUNCH ANALYTICS,3.0,Not Available,Not Available,Analytics & KPO,New Delhi,13
Vedang Radio Technology,4.2,Not Available,Not Available,Telecom,Mumbai,23
M G Contractors,4.5,Not Available,Not Available,Engineering & Construction,Panchkula,28
Sadara Chemical Company,4.0,"Salary, Work Life Balance, Company Culture",Promotions,Chemicals,Al Jubail,6
Delhi Public School Ghaziabad Society,3.3,Not Available,Not Available,Education & Training,New Delhi,14
Bansal Wire Industries,3.4,Not Available,Not Available,Iron & Steel,Ghaziabad,10
Hellmann Worldwide Logistics,3.9,Work Life Balance,Promotions,Logistics,Chennai,16
Lalbaba Engineering Limited,3.4,Not Available,Not Available,Industrial Machinery,Kolkata,6
Axtel Industries,4.0,"Job Security, Salary",Skill Development,Industrial Machinery,Vadodara,3
Shri Ram ComSoft Pvt Ltd - SRCOMSOFT,3.0,Not Available,Not Available,IT Services & Consulting,Jabalpur,5
Alexis Global,3.7,Work Life Balance,Promotions,Logistics,New Delhi,27
Sids Farm,3.2,Not Available,Not Available,Food Processing,Hyderabad,8
Merck Specialities,4.1,"Work Life Balance, Skill Development, Company Culture",Promotions,Pharma,Bengaluru,25
Ice Mortgage Technology,3.2,Not Available,Not Available,Software Product,Pune,2
IndiaCan,4.8,"Company Culture, Work Life Balance, Job Security",Promotions,EdTech,New Delhi,41
Shantha Biotechnics,4.8,Not Available,Not Available,Biotechnology,Hyderabad,4
Astro Arun Pandit,3.7,Company Culture,Job Security,Noida +3 other locations,Not Available,1
Minimalist,3.4,Not Available,Not Available,Internet,Jaipur,9
Garrett - Advancing Motion,3.1,Not Available,Not Available,Auto Components,Pune,8
Gates Unitta India Company,4.0,Work Life Balance,Promotions,Auto Components,Chennai,16
LIC Mutual Fund,3.6,Work Life Balance,"Promotions, Skill Development, Salary",Financial Services,Mumbai,42
Indian Synthetic Rubber,4.1,"Job Security, Work Life Balance, Salary",Promotions,Petrochemicals,Panipat,7
Edge Telecom,3.6,Not Available,Not Available,Telecom,Gurugram,19
NTN NEI Manufacturing,4.0,"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Automobile,Chennai,9
ABIL Group,4.3,Not Available,Not Available,Real Estate,Pune,2
SAL Automotive,3.8,"Job Security, Salary","Promotions, Skill Development",Auto Components,Nabha,13
Indian Acrylics,3.9,"Work Life Balance, Job Security","Promotions, Salary",Chemicals,Sangrur,8
Shree Maruti Integrated Logistics,3.6,Not Available,Not Available,Ahmedabad +32 other locations,Not Available,1
Sathya Agencies,4.0,Not Available,Not Available,Consumer Electronics & Appliances,Chennai,54
Volansys Technologies,3.0,Not Available,Not Available,IT Services & Consulting,Ahmedabad,5
IVY SOFTWARE DEVELOPMENT SERVICES,3.8,"Work Life Balance, Company Culture","Promotions, Job Security, Skill Development",IT Services & Consulting,Hyderabad,3
Tex Corp.,3.6,Not Available,Not Available,Fashion & Textile,Gurugram,9
Risebird Talent Solutions,3.8,Not Available,Not Available,Recruitment,Noida,9
Amplifon,4.0,"Salary, Company Culture, Work Life Balance",Promotions,Medical Equipment,Gurugram,32
Fourth Dimension Technologies,3.3,Not Available,Not Available,IT Services & Consulting,Chennai,12
Krishna Enterprises,3.8,"Skill Development, Work Life Balance",Promotions,Industrial Machinery,Faridabad,45
MENTORS EDUSERV,2.9,Not Available,Not Available,EdTech,Patna,5
Marvell,3.8,"Company Culture, Work Life Balance, Salary","Job Security, Promotions",Semiconductors,Bengaluru,8
Nissin Abc Logistics,4.0,"Work Life Balance, Job Security","Promotions, Skill Development",Logistics,Gurugram,17
Vertoz,3.4,Not Available,Not Available,Marketing & Advertising,Mumbai,9
Uk Realty,3.8,Not Available,Not Available,Real Estate,Mumbai,4
Cello,3.7,Job Security,"Promotions, Salary",Retail,Mumbai,24
Nims Hospital,3.7,Skill Development,"Promotions, Salary",Healthcare,Jaipur,16
Planedge Consultants,3.3,Not Available,Not Available,Management Consulting,Pune,6
Saasguru,2.0,Not Available,Not Available,Education & Training,Pune,4
Amwaj Catering Services,3.7,Not Available,Not Available,Hospitality,Doha,13
Forever New,3.9,Not Available,Not Available,Retail,Gurugram,28
Pune Institute of Business Management,3.0,Not Available,Not Available,Education & Training,Pune,11
Maharishi Ayurveda Products,3.6,Not Available,Not Available,Pharma,Noida,16
Srinivasa Farms,3.7,Not Available,Not Available,Food Processing,Hyderabad,17
Jindal Water Infrastructure,3.7,Salary,"Promotions, Skill Development",Waste Management,New Delhi,26
Techila Global Services,3.6,Not Available,Not Available,IT Services & Consulting,Pune,6
WonderBotz,3.9,Not Available,Not Available,IT Services & Consulting,Bengaluru,17
Mahatma Gandhi Medical College & Hospital,4.1,Not Available,Not Available,Education & Training,Jaipur,16
Dr. D.Y.Patil Hospital & Research Centre,3.9,"Company Culture, Work Satisfaction, Skill Development","Promotions, Salary",Healthcare,Pune,9
Scholastic,4.1,"Work Life Balance, Company Culture",Promotions,Printing & Publishing,Gurugram,27
Nala Robotics,1.8,Not Available,Not Available,Hyderabad +2 other locations,Not Available,1
P&R Infraprojects,3.8,"Work Satisfaction, Skill Development",Salary,Engineering & Construction,Chandigarh,20
DelEx Cargo,4.5,Not Available,Not Available,Logistics,Mumbai,32
Galore Networks,3.0,Not Available,Not Available,IT Services & Consulting,Chennai,33
Omni Hospital,3.7,Not Available,Not Available,Healthcare,Hyderabad,8
Stellapps Technologies,3.9,Work Life Balance,"Promotions, Job Security, Salary",Software Product,Bengaluru,30
Ganga Medical Centre & Hospitals,4.1,"Skill Development, Work Satisfaction, Company Culture",Promotions,Healthcare,Coimbatore,20
Kewaunee Labway,4.1,"Job Security, Salary, Company Culture",Promotions,Furniture & Furnishing,Bengaluru,10
Auriga Research,2.8,Not Available,Not Available,Analytics & KPO,Bengaluru,12
BL Lifesciences,3.1,Not Available,Not Available,Medical Equipment,New Delhi,15
Hester Biosciences,3.4,Not Available,Not Available,Biotechnology,Ahmedabad,17
Bubugao Communication,4.3,"Company Culture, Job Security, Skill Development",Promotions,Jaipur +28 other locations,Not Available,1
Zupee,3.7,"Salary, Company Culture","Job Security, Promotions",Gaming,Gurugram,5
JS Auto Cast Foundry,3.8,Job Security,"Promotions, Work Satisfaction",Coimbatore +4 other locations,Not Available,1
Labvantage Solutions,3.7,"Company Culture, Work Life Balance","Skill Development, Promotions, Work Satisfaction",Software Product,Kolkata,4
Turner International,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Engineering & Construction,Mumbai,15
Robinhood Insurance Broker Limited,3.5,Not Available,Not Available,Insurance,Mumbai,23
Crane Process Flow Technologies India,3.4,Not Available,Not Available,Industrial Machinery,Pune,7
Indore Composite,3.9,Work Life Balance,"Work Satisfaction, Promotions",Telecom,Mumbai,8
NewVision Software & Consultancy,3.4,Not Available,Not Available,IT Services & Consulting,Pune,6
Mylab Discovery Solutions,2.8,Not Available,Not Available,Internet,Pune,19
R.K Associates & Hoteliers,2.6,Not Available,Not Available,Facility Management Services,New Delhi,24
The AEC Associates,4.4,Not Available,Not Available,Engineering & Construction,Noida,4
Gmr Aero Technic,4.2,Not Available,Not Available,Aviation,Hyderabad,7
Lakshya Powertech Limited,4.0,Not Available,Not Available,Ahmedabad +16 other locations,Not Available,1
T & T Infra,4.0,Not Available,Not Available,Engineering & Construction,Pune,12
Medicamen Biotech,3.2,Not Available,Not Available,Pharma,New Delhi,9
Prayagh Nutri Products,4.2,Not Available,Not Available,Food Processing,Hyderabad,30
Powermax Fitness India,4.8,Not Available,Not Available,Fitness & Wellness,Mumbai,4
Likewize,3.5,Not Available,Not Available,Telecom,Chennai,7
Cybertech Systems & Software,3.3,Not Available,Not Available,IT Services & Consulting,Mumbai,9
Helm360,3.7,Not Available,Not Available,IT Services & Consulting,Noida,2
Devon Software Services,3.8,"Company Culture, Work Life Balance, Promotions",Job Security,IT Services & Consulting,Bengaluru,4
DH Healthcare Software Services India Private Limited (Dedalus),3.4,"Work Life Balance, Job Security","Promotions, Salary, Skill Development",Software Product,Chennai,4
MOVIN,3.7,Salary,"Promotions, Job Security, Work Satisfaction",Gurugram +13 other locations,Not Available,1
Small Industries Development Bank of India,3.8,"Work Life Balance, Salary","Promotions, Company Culture, Job Security",NBFC,Mumbai,32
Dhanuka Laboratories,3.8,Job Security,"Promotions, Salary",Pharma,Gurugram,11
S R Enterprises,4.0,Not Available,Not Available,Electrical Equipment,New Delhi,46
SIMA Labs,3.9,Not Available,Not Available,Waste Management,New Delhi,14
Ghaziabad Precision Products,3.6,Not Available,Not Available,Automobile,Ghaziabad,14
Aapna Infotech,4.3,Not Available,Not Available,IT Services & Consulting,New Delhi,4
Sonepar,4.2,Not Available,Not Available,Other,Gurugram,18
Avvashya Cci Logistics,3.6,Not Available,Not Available,Logistics,Mumbai,21
Daelim Industrial Co.,4.8,Not Available,Not Available,Petrochemicals,Chennai,14
QO BOX,4.6,Not Available,Not Available,IT Services & Consulting,Chennai,4
Perpetuuiti Technosoft Services,3.5,Not Available,Not Available,IT Services & Consulting,Pune,9
Meritshot,4.5,Not Available,Not Available,Education & Training,Noida,3
Redington Gulf,3.6,Not Available,Not Available,IT Services & Consulting,Chennai,3
Navi Finserv,3.4,Salary,"Job Security, Promotions, Work Satisfaction",Bengaluru +16 other locations,Not Available,1
RN Valves & Faucets,3.2,Not Available,Not Available,Ghaziabad +17 other locations,Not Available,1
SmartConnect Technologies,2.5,Not Available,Not Available,IT Services & Consulting,Mumbai,12
Sigma Corporation India,4.1,"Work Life Balance, Salary, Job Security","Promotions, Skill Development",Auto Components,Gurugram,13
Regus,3.2,Work Life Balance,"Promotions, Salary, Company Culture",Facility Management Services,Mumbai,24
Ftcash,3.9,"Work Life Balance, Salary, Company Culture",Job Security,FinTech,Mumbai,10
CTA Apparels,3.9,Not Available,Not Available,Fashion & Textile,Noida,8
Vivekananda Hospital,3.7,Work Life Balance,"Promotions, Salary, Company Culture",Healthcare,Durgapur,21
NDS InfoServ,3.2,Not Available,Not Available,BPO,Mumbai,7
Jain Amar,3.0,Not Available,Not Available,Retail,Ludhiana,16
Isgec Hitachi Zosen,3.7,"Job Security, Salary","Company Culture, Work Life Balance, Work Satisfaction",Industrial Machinery,Bharuch,9
Vital Laboratories,3.4,Not Available,Not Available,Pharma,Vapi,9
Dharmaj Crop Guard,4.0,Not Available,Not Available,Agro Chemicals,Ahmedabad,20
Oaknet Healthcare,3.1,Not Available,Not Available,Pharma,Mumbai,33
Genus Electrotech,3.3,Not Available,Not Available,Semiconductors,Gandhidham,16
Odisha Power Transmission Corporation,4.3,Not Available,Not Available,Power,Bhubaneswar,26
Magnum Mi Steel,3.6,Not Available,Not Available,Iron & Steel,Gurugram,13
Springworks,4.1,Not Available,Not Available,Software Product,Bengaluru,5
MCaffeine,2.9,Not Available,Not Available,Beauty & Personal Care,Mumbai,18
FR8,3.8,Not Available,Not Available,Internet,Chennai,26
DDRC Agilus Diagnostics,3.8,Job Security,"Salary, Work Satisfaction, Promotions",Kochi +16 other locations,Not Available,1
Starion India,3.5,Not Available,Not Available,Electronics Manufacturing,Pune,10
AachiGroup,3.8,Not Available,Not Available,Chennai +22 other locations,Not Available,1
Chargebee,3.8,"Salary, Company Culture","Job Security, Promotions, Skill Development",Software Product,Chennai,5
Conceptia Software Technologies,4.1,Not Available,Not Available,Defence & Aerospace,Bengaluru,10
NEXA Service,4.1,"Skill Development, Company Culture",Promotions,Automobile,Hyderabad,63
Mahansaria Group,3.4,Not Available,Not Available,Auto Components,Bharuch,11
SOLITAIRE GROUP,3.6,Salary,"Work Satisfaction, Promotions, Job Security",Engineering & Construction,Pune,10
Skillventory,3.6,Not Available,Not Available,Indore +10 other locations,Not Available,1
Anmol Biscuits,4.3,Not Available,Not Available,FMCG,Kolkata,37
Enrich Agro Food Products,3.6,Not Available,Not Available,FMCG,Rohtak,7
MSN,3.7,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",Internet,Hyderabad,13
Karma Ayurveda,3.8,Not Available,Not Available,Healthcare,New Delhi,10
Rama group,3.5,Not Available,Not Available,Real Estate,Pune,20
Golden Tulip Hotels,3.4,Not Available,Not Available,Hospitality,New Delhi,29
Kajaria Bathware,4.2,"Work Life Balance, Company Culture, Job Security","Promotions, Skill Development",Building Material,Bhiwadi,34
Dembla Valves,3.8,Job Security,Promotions,Industrial Machinery,Mumbai,13
Richmondd Global School,4.8,Not Available,Not Available,Education & Training,New Delhi,3
Next Move Strategy Consulting,4.8,Not Available,Not Available,Tinsukia +4 other locations,Not Available,1
Jaya Shree Textiles,3.8,"Job Security, Work Life Balance, Skill Development","Promotions, Work Satisfaction, Salary",Fashion & Textile,Kolkata,9
Nation with NaMo,2.5,Not Available,Not Available,Non-Profit,New Delhi,17
Rich Products & Solutions,3.6,Not Available,Not Available,Food Processing,Pune,33
College Of Education,4.4,Not Available,Not Available,Education & Training,Hyderabad,52
Techversant Infotech,3.8,"Work Life Balance, Company Culture, Work Satisfaction","Promotions, Salary",IT Services & Consulting,Thiruvananthapuram,6
Anko,4.5,Not Available,Not Available,Retail,Bengaluru,4
Atandra Energy,4.3,Not Available,Not Available,Electronics Manufacturing,Chennai,18
Shri Bhagwati Machines Pvt. Ltd.,3.7,Not Available,Not Available,Industrial Machinery,Ajmer,14
BHARAT TECHNO PLAST,3.8,Not Available,Not Available,Auto Components,Ahmedabad,7
Lee & Nee Softwares Exports,3.8,Not Available,Not Available,Software Product,Kolkata,1
Sud Chemie,4.5,Not Available,Not Available,Chemicals,Vadodara,6
Cheers Interactive,3.0,Not Available,Not Available,Management Consulting,Mumbai,6
Statcon Electronic,4.3,Not Available,Not Available,Industrial Machinery,Noida,15
Bharat Cooperative Bank,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Financial Services,Mumbai,15
Geeklurn,3.6,Not Available,Not Available,EdTech,Bengaluru,5
Ashapurna Buildcon,3.6,Not Available,Not Available,Real Estate,Jodhpur,6
Cerence,3.2,Work Life Balance,"Job Security, Promotions, Skill Development",Software Product,Pune,1
Believe Cosmetics,3.2,Not Available,Not Available,Bengaluru +21 other locations,Not Available,1
Vogo Automotive,4.0,Not Available,Not Available,Internet,Bengaluru,14
Celebrity Cruises,4.1,Not Available,Not Available,Travel & Tourism,Mumbai,9
Seneca Global IT Services,4.2,Not Available,Not Available,IT Services & Consulting,Hyderabad,2
Ador Powertron,3.6,Not Available,Not Available,Electrical Equipment,Pune,9
Novigo Solutions,3.8,Not Available,Not Available,IT Services & Consulting,Mangaluru,9
Dai Ichi,4.2,Not Available,Not Available,Chemicals,Bharuch,10
Nikon,3.9,"Work Life Balance, Job Security","Promotions, Skill Development",Consumer Electronics & Appliances,Gurugram,29
Oncospark India Private Limited,3.7,"Work Life Balance, Job Security",Promotions,Analytics & KPO,Chennai,6
DANA Graziano India,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Ahmedabad +11 other locations,Not Available,1
Honeywell Building Solutions,3.7,Not Available,Not Available,Engineering & Construction,Pune,24
Impulse,3.5,Work Life Balance,"Promotions, Salary, Job Security",IT Services & Consulting,Gurugram,14
Weizmann Forex,4.4,Not Available,Not Available,Financial Services,Mumbai,35
Vector India,4.0,Not Available,Not Available,Auto Components,Bengaluru,6
Jain Housing & Constructions,4.2,Not Available,Not Available,Real Estate,Chennai,5
BrandMuscle,3.5,Not Available,Not Available,IT Services & Consulting,Bengaluru,8
Gm Infinite Dwelling,3.2,Not Available,Not Available,Real Estate,Bengaluru,3
C H Robinson Worldwide Freight,3.3,Not Available,Not Available,Logistics,Mumbai,22
The India Thermit Corporation,3.6,Not Available,Not Available,Industrial Machinery,Kanpur,10
TSS Consultancy,3.4,Job Security,"Promotions, Salary, Work Satisfaction",IT Services & Consulting,Mumbai,11
